Order,Family,Genus,Species,Common_names,
RODENTIA,ECHIMYIDAE,Kannabateomys,amblyonyx,Atlantic Bamboo Rat,
RODENTIA,ECHIMYIDAE,Lonchothrix,emiliae,Tuft-tailed Spiny Tree Rat,
RODENTIA,ECHIMYIDAE,Makalata,didelphoides,Brazilian Spiny Tree Rat,
RODENTIA,ECHIMYIDAE,Makalata,macrura,Long-tailed Tree Rat,
RODENTIA,ECHIMYIDAE,Makalata,obscura,"Dark Armored Tree-rat, Dusky Spiny Tree Rat",
RODENTIA,ECHIMYIDAE,Mesomys,hispidus,Spiny Tree Rat,
RODENTIA,ECHIMYIDAE,Mesomys,leniceps,Woolly-headed Spiny Tree Rat,
RODENTIA,ECHIMYIDAE,Mesomys,occultus,Tufted-tailed Spiny Tree-rat,
RODENTIA,ECHIMYIDAE,Mesomys,stimulax,"Para Spiny Tree Rat, Surinam Spiny Tree Rat",
RODENTIA,ECHIMYIDAE,Olallamys,albicauda,White-tailed Olalla Rat,
RODENTIA,ECHIMYIDAE,Olallamys,edax,Greedy Olalla Rat,
RODENTIA,ECHIMYIDAE,Pattonomys,carrikeri,Carriker's Speckled Tree-rat,
RODENTIA,ECHIMYIDAE,Pattonomys,flavidus,Yellow Speckled Tree-rat ,
RODENTIA,ECHIMYIDAE,Pattonomys,occasius,Bare-tailed Armored Tree-rat,
RODENTIA,ECHIMYIDAE,Pattonomys,punctatus,Orinocan Speckled Tree-rat ,
RODENTIA,ECHIMYIDAE,Pattonomys,semivillosus,Speckled Tree Rat,
RODENTIA,ECHIMYIDAE,Phyllomys,blainvillii,Golden Atlantic Tree Rat,
RODENTIA,ECHIMYIDAE,Phyllomys,brasiliensis,Red-nosed Tree Rat,
RODENTIA,ECHIMYIDAE,Phyllomys,dasythrix,Drab Atlantic Tree Rat,
RODENTIA,ECHIMYIDAE,Phyllomys,kerri,Kerr’s Atlantic Tree-rat,
RODENTIA,ECHIMYIDAE,Phyllomys,lamarum,Pallid Atlantic Tree Rat,
RODENTIA,ECHIMYIDAE,Phyllomys,lundi,Lund’s Atlantic Tree-rat,
RODENTIA,ECHIMYIDAE,Phyllomys,mantiqueirensis,Mantiqueira Atlantic Tree-rat,
RODENTIA,ECHIMYIDAE,Phyllomys,medius,Long-furred Atlantic Tree-rat,
RODENTIA,ECHIMYIDAE,Phyllomys,nigrispinus,Black-spined Atlantic Tree Rat,
RODENTIA,ECHIMYIDAE,Phyllomys,pattoni,Rusty-sided Atlantic Tree-rat,
RODENTIA,ECHIMYIDAE,Phyllomys,sulinus,Southern Atlantic Tree Rat,
RODENTIA,ECHIMYIDAE,Phyllomys,thomasi,Giant Atlantic Tree Rat,
RODENTIA,ECHIMYIDAE,Phyllomys,unicolor,Unicolored Tree Rat,
RODENTIA,ECHIMYIDAE,Proechimys,brevicauda,"Huallaga Spiny Rat, Huallago Spiny Rat",
RODENTIA,ECHIMYIDAE,Proechimys,canicollis,Colombian Spiny Rat,
RODENTIA,ECHIMYIDAE,Proechimys,chrysaeolus,Boyaca Spiny Rat,
RODENTIA,ECHIMYIDAE,Proechimys,cuvieri,Cuvier's Spiny Rat,
RODENTIA,ECHIMYIDAE,Proechimys,decumanus,Pacific Spiny Rat,
RODENTIA,ECHIMYIDAE,Proechimys,echinothrix,Stiff-spine Spiny-rat,
RODENTIA,ECHIMYIDAE,Proechimys,gardneri,Gardner’s Spiny-rat,
RODENTIA,ECHIMYIDAE,Proechimys,goeldii,Goeldi's Spiny Rat,
RODENTIA,ECHIMYIDAE,Proechimys,guairae,Guaira Spiny Rat,
RODENTIA,ECHIMYIDAE,Proechimys,guyannensis,Cayenne Spiny Rat,
RODENTIA,ECHIMYIDAE,Proechimys,hoplomyoides,Guyanan Spiny Rat,
RODENTIA,ECHIMYIDAE,Proechimys,kulinae,Kulina Spiny-rat,
RODENTIA,ECHIMYIDAE,Proechimys,longicaudatus,Long-tailed Spiny Rat,
RODENTIA,ECHIMYIDAE,Proechimys,mincae,Minca Spiny Rat,
RODENTIA,ECHIMYIDAE,Proechimys,oconnelli,O'Connell's Spiny Rat,
RODENTIA,ECHIMYIDAE,Proechimys,pattoni,Patton’s Spiny-rat,
RODENTIA,ECHIMYIDAE,Proechimys,quadruplicatus,Napo Spiny Rat,
RODENTIA,ECHIMYIDAE,Proechimys,roberti,Roberto's Spiny Rat,
RODENTIA,ECHIMYIDAE,Proechimys,semispinosus,Tome's Spiny Rat,
RODENTIA,ECHIMYIDAE,Proechimys,simonsi,Simon's Spiny Rat,
RODENTIA,ECHIMYIDAE,Proechimys,steerei,Steere's Spiny Rat,
RODENTIA,ECHIMYIDAE,Proechimys,trinitatis,Trinidad Spiny Rat,
RODENTIA,ECHIMYIDAE,Santamartamys,rufodorsalis,Red Crested Tree Rat,
RODENTIA,ECHIMYIDAE,Thrichomys,apereoides,Punare,
RODENTIA,ECHIMYIDAE,Thrichomys,inermis,Highlands Punaré,
RODENTIA,ECHIMYIDAE,Thrichomys,laurentius,,
RODENTIA,ECHIMYIDAE,Thrichomys,pachyurus,Paraguayan Punaré,
RODENTIA,ECHIMYIDAE,Toromys,grandis,Giant Tree Rat,
RODENTIA,ECHIMYIDAE,Toromys,rhipidurus,Peruvian Tree Rat,
RODENTIA,ECHIMYIDAE,Trinomys,albispinus,White-spined Spiny Rat,
RODENTIA,ECHIMYIDAE,Trinomys,dimidiatus,Atlantic Spiny Rat,
RODENTIA,ECHIMYIDAE,Trinomys,eliasi,Elias’ Atlantic Spiny-rat,
RODENTIA,ECHIMYIDAE,Trinomys,gratiosus,Gracile Atlantic Spiny-rat,
RODENTIA,ECHIMYIDAE,Trinomys,iheringi,Ihering's Spiny Rat,
RODENTIA,ECHIMYIDAE,Trinomys,mirapitanga,Dark-caped Atlantic Spiny-rat,
RODENTIA,ECHIMYIDAE,Trinomys,moojeni,Moojen’s Atlantic Spiny-rat,
RODENTIA,ECHIMYIDAE,Trinomys,paratus,Spiked Atlantic Spiny-rat,
RODENTIA,ECHIMYIDAE,Trinomys,setosus,Hairy Spiny Rat,
RODENTIA,ECHIMYIDAE,Trinomys,yonenagae,Yonenaga’s Atlantic Spiny-rat,
RODENTIA,MYOCASTORIDAE,Myocastor,coypus,"Coypu, Nutria",
RODENTIA,CAPROMYIDAE,Capromys,pilorides,Desmarest's Hutia,
RODENTIA,CAPROMYIDAE,Geocapromys,brownii,"Brown's Hutia, Indian Coney, Jamaican Hutia",
RODENTIA,CAPROMYIDAE,Geocapromys,columbianus,Cuban Coney,
RODENTIA,CAPROMYIDAE,Geocapromys,ingrahami,"Bahaman Hutia, Ingraham's Hutia",
RODENTIA,CAPROMYIDAE,Geocapromys,thoracatus,"Little Swan Island Hutia, Swan Island Hutia",
RODENTIA,CAPROMYIDAE,Hexolobodon,phenax,Imposter Hutia,
RODENTIA,CAPROMYIDAE,Isolobodon,montanus,Montane Hutia,
RODENTIA,CAPROMYIDAE,Isolobodon,portoricensis,Puerto Rican Hutia,
RODENTIA,CAPROMYIDAE,Mesocapromys,angelcabrerai,Cabrera's Hutia,
RODENTIA,CAPROMYIDAE,Mesocapromys,auritus,"Eared Hutia, Large-eared Hutia",
RODENTIA,CAPROMYIDAE,Mesocapromys,nanus,Dwarf Hutia,
RODENTIA,CAPROMYIDAE,Mesocapromys,sanfelipensis,"Little Earth Hutia, San Felipe Hutia",
RODENTIA,CAPROMYIDAE,Mysateles,melanurus,"Black-tailed Hutia, Bushy-tailed Hutia",
RODENTIA,CAPROMYIDAE,Mysateles,prehensilis,Prehensile-tailed Hutia,
RODENTIA,CAPROMYIDAE,Plagiodontia,aedium,"Cuvier's Hutia, Hispaniolan Hutia, Hispanolan Hutia",
RODENTIA,CAPROMYIDAE,Plagiodontia,ipnaeum,Samana Hutia,
LAGOMORPHA,OCHOTONIDAE,Ochotona,alpina,"Alpine Pika, Altai Pika",
LAGOMORPHA,OCHOTONIDAE,Ochotona,argentata,"Silver Pika, Helan Shan Pika",
LAGOMORPHA,OCHOTONIDAE,Ochotona,cansus,"Gansu Pika, Gray Pika",
LAGOMORPHA,OCHOTONIDAE,Ochotona,collaris,Collared Pika,
LAGOMORPHA,OCHOTONIDAE,Ochotona,coreana,"Korean Pika, Korean Piping Hare",
LAGOMORPHA,OCHOTONIDAE,Ochotona,curzoniae,"Plateau Pika, Black-lipped Pika",
LAGOMORPHA,OCHOTONIDAE,Ochotona,dauurica,Daurian Pika,
LAGOMORPHA,OCHOTONIDAE,Ochotona,erythrotis,Chinese Red Pika,
LAGOMORPHA,OCHOTONIDAE,Ochotona,forresti,Forrest's Pika,
LAGOMORPHA,OCHOTONIDAE,Ochotona,gloveri,Glover's Pika,
LAGOMORPHA,OCHOTONIDAE,Ochotona,hoffmanni,Hoffmann's Pika,
LAGOMORPHA,OCHOTONIDAE,Ochotona,hyperborea,Northern Pika,
LAGOMORPHA,OCHOTONIDAE,Ochotona,iliensis,Ili Pika,
LAGOMORPHA,OCHOTONIDAE,Ochotona,koslowi,"Kozlov's Pika, Koslov's Pika",
LAGOMORPHA,OCHOTONIDAE,Ochotona,ladacensis,Ladak Pika,
LAGOMORPHA,OCHOTONIDAE,Ochotona,macrotis,Large-eared Pika,
LAGOMORPHA,OCHOTONIDAE,Ochotona,mantchurica,Manchurian Pika ,
LAGOMORPHA,OCHOTONIDAE,Ochotona,nubrica,Nubra Pika,
LAGOMORPHA,OCHOTONIDAE,Ochotona,opaca,Kazakh Pika ,
LAGOMORPHA,OCHOTONIDAE,Ochotona,pallasii,"Pallas's Pika, Mongolian Pika",
LAGOMORPHA,OCHOTONIDAE,Ochotona,princeps,"American Pika, Little Chief Hare, Cony, Rock Rabbit, Whistling Hare",
LAGOMORPHA,OCHOTONIDAE,Ochotona,pusilla,"Steppe Pika, Little Pika",
LAGOMORPHA,OCHOTONIDAE,Ochotona,roylei,Royle's Pika,
LAGOMORPHA,OCHOTONIDAE,Ochotona,rufescens,Afghan Pika,
LAGOMORPHA,OCHOTONIDAE,Ochotona,rutila,Turkestan Red Pika,
LAGOMORPHA,OCHOTONIDAE,Ochotona,syrinx,Tsing-ling Pika,
LAGOMORPHA,OCHOTONIDAE,Ochotona,thibetana,Moupin Pika,
LAGOMORPHA,OCHOTONIDAE,Ochotona,thomasi,Thomas's Pika,
LAGOMORPHA,OCHOTONIDAE,Ochotona,turuchanensis,Turuchan Pika,
LAGOMORPHA,PROLAGIDAE,Prolagus,sardus,Sardinian Pika,
LAGOMORPHA,LEPORIDAE,Brachylagus,idahoensis,Pygmy Rabbit,
LAGOMORPHA,LEPORIDAE,Bunolagus,monticularis,"Riverine Rabbit, Bushman Hare",
LAGOMORPHA,LEPORIDAE,Caprolagus,hispidus,"Hispid Hare, Assam Rabbit",
LAGOMORPHA,LEPORIDAE,Lepus,alleni,Antelope Jackrabbit,
LAGOMORPHA,LEPORIDAE,Lepus,americanus,"Snowshoe Hare, Snowshoe Rabbit, Varying Hare",
LAGOMORPHA,LEPORIDAE,Lepus,arcticus,Arctic Hare,
LAGOMORPHA,LEPORIDAE,Lepus,brachyurus,Japanese Hare,
LAGOMORPHA,LEPORIDAE,Lepus,californicus,Black-tailed Jackrabbit,
LAGOMORPHA,LEPORIDAE,Lepus,callotis,White-sided Jackrabbit,
LAGOMORPHA,LEPORIDAE,Lepus,capensis,"Cape Hare, Desert Hare, Arabian Hare, Brown Hare",
LAGOMORPHA,LEPORIDAE,Lepus,castroviejoi,Broom Hare,
LAGOMORPHA,LEPORIDAE,Lepus,comus,Yunnan Hare,
LAGOMORPHA,LEPORIDAE,Lepus,coreanus,Korean Hare,
LAGOMORPHA,LEPORIDAE,Lepus,corsicanus,"Corsican Hare, CORSICAN HARE, Apennine Hare, APPENINE HARE, Italian Hare",
LAGOMORPHA,LEPORIDAE,Lepus,europaeus,"European Hare, Brown Hare, European Brown Hare",
LAGOMORPHA,LEPORIDAE,Lepus,fagani,Ethiopian Hare,
LAGOMORPHA,LEPORIDAE,Lepus,flavigularis,"Tehuantepec Jackrabbit, Tropical Hare, Tehuantepec Jack Rabbit, Tehuantepec Hare",
LAGOMORPHA,LEPORIDAE,Lepus,granatensis,"Granada Hare, Iberian Hare",
LAGOMORPHA,LEPORIDAE,Lepus,habessinicus,Abyssinian Hare,
LAGOMORPHA,LEPORIDAE,Lepus,hainanus,"Hainan Hare, Chinese Pinyin",
LAGOMORPHA,LEPORIDAE,Lepus,insularis,"Black Jackrabbit, Espiritu Santo Jackrabbit",
LAGOMORPHA,LEPORIDAE,Lepus,mandshuricus,Manchurian Hare,
LAGOMORPHA,LEPORIDAE,Lepus,nigricollis,"Indian Hare, Black-napped Hare",
LAGOMORPHA,LEPORIDAE,Lepus,oiostolus,Woolly Hare,
LAGOMORPHA,LEPORIDAE,Lepus,othus,Alaskan Hare,
LAGOMORPHA,LEPORIDAE,Lepus,peguensis,"Burmese Hare, Siamese Hare",
LAGOMORPHA,LEPORIDAE,Lepus,saxatilis,"Scrub Hare, Savannah Hare",
LAGOMORPHA,LEPORIDAE,Lepus,sinensis,Chinese Hare,
LAGOMORPHA,LEPORIDAE,Lepus,starcki,Ethiopian Highland Hare,
LAGOMORPHA,LEPORIDAE,Lepus,tibetanus,Desert Hare,
LAGOMORPHA,LEPORIDAE,Lepus,timidus,"Mountain Hare, Arctic Hare",
LAGOMORPHA,LEPORIDAE,Lepus,tolai,Tolai Hare,
LAGOMORPHA,LEPORIDAE,Lepus,townsendii,White-tailed Jackrabbit,
LAGOMORPHA,LEPORIDAE,Lepus,victoriae,African Savanna Hare,
LAGOMORPHA,LEPORIDAE,Lepus,yarkandensis,"Yarkand Hare, Yarkland Hare",
LAGOMORPHA,LEPORIDAE,Nesolagus,netscheri,"Sumatran Striped Rabbit, Sumatran Rabbit, Sumatran Short-eared Rabbit",
LAGOMORPHA,LEPORIDAE,Nesolagus,timminsi,Annamite Striped Rabbit,
LAGOMORPHA,LEPORIDAE,Oryctolagus,cuniculus,European Rabbit,
LAGOMORPHA,LEPORIDAE,Pentalagus,furnessi,"Amami Rabbit, Ryukyu Rabbit",
LAGOMORPHA,LEPORIDAE,Poelagus,marjorita,Bunyoro Rabbit,
LAGOMORPHA,LEPORIDAE,Pronolagus,crassicaudatus,"Natal Red Rock Hare, Natal Red Rockhare, Greater Red Rockhare",
LAGOMORPHA,LEPORIDAE,Pronolagus,randensis,"Jameson's Red Rock Hare, Jameson's Red Rockhare",
LAGOMORPHA,LEPORIDAE,Pronolagus,rupestris,"Smith's Red Rock Hare, Smith's Red Rockhare",
LAGOMORPHA,LEPORIDAE,Pronolagus,saundersiae,Hewitt's Red Rock Hare,
LAGOMORPHA,LEPORIDAE,Romerolagus,diazi,Volcano Rabbit,
LAGOMORPHA,LEPORIDAE,Sylvilagus,aquaticus,Swamp Rabbit,
LAGOMORPHA,LEPORIDAE,Sylvilagus,audubonii,"Desert Cottontail, Audubon's Cottontail",
LAGOMORPHA,LEPORIDAE,Sylvilagus,andinus,Andean Rabbit,
LAGOMORPHA,LEPORIDAE,Sylvilagus,bachmani,"Brush Rabbit, Riparian Brush Rabbit",
LAGOMORPHA,LEPORIDAE,Sylvilagus,brasiliensis,"Tapeti, Forest Rabbit",
LAGOMORPHA,LEPORIDAE,Sylvilagus,cognatus,Manzano Mountain Cottontail,
LAGOMORPHA,LEPORIDAE,Sylvilagus,cunicularius,Mexican Cottontail,
LAGOMORPHA,LEPORIDAE,Sylvilagus,dicei,Dice's Cottontail,
LAGOMORPHA,LEPORIDAE,Sylvilagus,floridanus,Eastern Cottontail,
LAGOMORPHA,LEPORIDAE,Sylvilagus,gabbi,Gabb's Cottontail,
LAGOMORPHA,LEPORIDAE,Sylvilagus,graysoni,"Tres Marias Cottontail, Tres Marias Rabbit",
LAGOMORPHA,LEPORIDAE,Sylvilagus,insonus,"Omilteme Cottontail, Omiltemi Rabbit",
LAGOMORPHA,LEPORIDAE,Sylvilagus,mansuetus,San Jose Brush Rabbit,
LAGOMORPHA,LEPORIDAE,Sylvilagus,nuttallii,"Mountain Cottontail, Nuttall's Cottontail",
LAGOMORPHA,LEPORIDAE,Sylvilagus,obscurus,"Appalachian Cottontail, Allegheny Cottontail, Wood Rabbit",
LAGOMORPHA,LEPORIDAE,Sylvilagus,palustris,"Marsh Rabbit, Lower Keys Rabbit, Lower Keys Marsh Rabbit, Key Rabbit",
LAGOMORPHA,LEPORIDAE,Sylvilagus,robustus,Robust Cottontail,
LAGOMORPHA,LEPORIDAE,Sylvilagus,transitionalis,"New England Cottontail, Wood Rabbit",
LAGOMORPHA,LEPORIDAE,Sylvilagus,varynaensis,"Venezuelan Lowland Rabbit, Barinas Wild Rabbit",
EULIPOTYPHLA,ERINACEIDAE,Atelerix,albiventris,Four-toed Hedgehog,
EULIPOTYPHLA,ERINACEIDAE,Atelerix,algirus,"Algerian Hedgehog, North African Hedgehog",
EULIPOTYPHLA,ERINACEIDAE,Atelerix,frontalis,Southern African Hedgehog,
EULIPOTYPHLA,ERINACEIDAE,Atelerix,sclateri,Somali Hedgehog,
EULIPOTYPHLA,ERINACEIDAE,Echinosorex,gymnura,"Moonrat, Gymnure",
EULIPOTYPHLA,ERINACEIDAE,Erinaceus,amurensis,"Amur Hedgehog, Manchurian Hedgehog",
EULIPOTYPHLA,ERINACEIDAE,Erinaceus,concolor,"Southern White-breasted Hedgehog, Eastern European Hedgehog",
EULIPOTYPHLA,ERINACEIDAE,Erinaceus,europaeus,"Western European Hedgehog, Western Hedgehog, Northern Hedgehog",
EULIPOTYPHLA,ERINACEIDAE,Erinaceus,roumanicus,Northern White-breasted Hedgehog,
EULIPOTYPHLA,ERINACEIDAE,Hemiechinus,auritus,Long-eared Hedgehog,
EULIPOTYPHLA,ERINACEIDAE,Hemiechinus,collaris,"Collared Hedgehog, Indian Long-eared Hedgehog",
EULIPOTYPHLA,ERINACEIDAE,Hylomys,megalotis,Long-eared Gymnure,
EULIPOTYPHLA,ERINACEIDAE,Hylomys,parvus,Dwarf Gymnure,
EULIPOTYPHLA,ERINACEIDAE,Hylomys,suillus,"Short-tailed Gymnure, Lesser Gymnure",
EULIPOTYPHLA,ERINACEIDAE,Mesechinus,dauuricus,Daurian Hedgehog,
EULIPOTYPHLA,ERINACEIDAE,Mesechinus,hughi,"Hugh's Hedgehog, Shaanxi Hedgehog",
EULIPOTYPHLA,ERINACEIDAE,Neohylomys,hainanensis,Hainan Gymnure,
EULIPOTYPHLA,ERINACEIDAE,Neotetracus,sinensis,Shrew Gymnure,
EULIPOTYPHLA,ERINACEIDAE,Paraechinus,aethiopicus,Desert Hedgehog,
EULIPOTYPHLA,ERINACEIDAE,Paraechinus,hypomelas,Brandt's Hedgehog,
EULIPOTYPHLA,ERINACEIDAE,Paraechinus,micropus,Indian Hedgehog,
EULIPOTYPHLA,ERINACEIDAE,Paraechinus,nudiventris,"Madras Hedgehog, Bare-bellied Hedgehog",
EULIPOTYPHLA,ERINACEIDAE,Podogymnura,aureospinula,"Dinagat Gymnure, Dinagat Moonrat",
EULIPOTYPHLA,ERINACEIDAE,Podogymnura,truei,"Mindanao Gymnure, Mindanao Moonrat, Mindanao Wood Shrew",
EULIPOTYPHLA,NESOPHONTIDAE,Nesophontes,edithae,"Edith's Island-shrew, Edith's Nesophont, Puerto Rican Nesophontes",
EULIPOTYPHLA,NESOPHONTIDAE,Nesophontes,hypomicrus,Atalaye Nesophontes,
EULIPOTYPHLA,NESOPHONTIDAE,Nesophontes,major,Greater Cuban Nesophontes,
EULIPOTYPHLA,NESOPHONTIDAE,Nesophontes,micrus,Western Cuban Nesophontes,
EULIPOTYPHLA,NESOPHONTIDAE,Nesophontes,paramicrus,St. Michel Nesophontes,
EULIPOTYPHLA,NESOPHONTIDAE,Nesophontes,zamicrus,Haitian Nesophontes,
EULIPOTYPHLA,SOLENODONTIDAE,Solenodon,cubana,"Almiqui, Cuban Solenodon",
EULIPOTYPHLA,SOLENODONTIDAE,Solenodon,marcanoi,Marcano's Solenodon,
EULIPOTYPHLA,SOLENODONTIDAE,Solenodon,paradoxus,"Haitian Solenodon, Hispaniolan Solenodon",
EULIPOTYPHLA,SORICIDAE,Anourosorex,assamensis,Assam Mole Shrew,
EULIPOTYPHLA,SORICIDAE,Anourosorex,schmidi,Giant Mole Shrew,
EULIPOTYPHLA,SORICIDAE,Anourosorex,squamipes,"Chinese Mole-shrew, Chinese Short-tailed Shrew, Mole Shrew",
EULIPOTYPHLA,SORICIDAE,Anourosorex,yamashinai,Taiwanese Mole Shrew,
EULIPOTYPHLA,SORICIDAE,Blarina,brevicauda,Northern Short-tailed Shrew,
EULIPOTYPHLA,SORICIDAE,Blarina,carolinensis,Southern Short-tailed Shrew,
EULIPOTYPHLA,SORICIDAE,Blarina,hylophaga,Elliot's Short-tailed Shrew,
EULIPOTYPHLA,SORICIDAE,Blarinella,griselda,Indochinese Short-tailed Shrew,
EULIPOTYPHLA,SORICIDAE,Blarinella,quadraticauda,"Asiatic Short-tailed Shrew, Northern Short-tailed Shrew, Sichuan Short-tailed Shrew",
EULIPOTYPHLA,SORICIDAE,Blarinella,wardi,"Burmese Short-tailed Shrew, Southern Short-tailed Shrew, Ward's Short-tailed Shrew",
EULIPOTYPHLA,SORICIDAE,Chimarrogale,hantu,"Malayan Water Shrew, Hantu Water Shrew, Asiatic Water Shrew",
EULIPOTYPHLA,SORICIDAE,Chimarrogale,himalayica,"Himalayan Water Shrew, Elegant Water Shrew",
EULIPOTYPHLA,SORICIDAE,Chimarrogale,phaeura,"Bornean Water Shrew, Borneo Water Shrew, Sunda Water Shrew",
EULIPOTYPHLA,SORICIDAE,Chimarrogale,platycephalus,"Japanese Water Shrew, Flat-headed Water Shrew",
EULIPOTYPHLA,SORICIDAE,Chimarrogale,styani,"Chinese Water Shrew, Styan's Water Shrew",
EULIPOTYPHLA,SORICIDAE,Chimarrogale,sumatrana,"Sumatran Water Shrew, Sumatra Water Shrew",
EULIPOTYPHLA,SORICIDAE,Chodsigoa,caovansunga,Van Sung's Shrew,
EULIPOTYPHLA,SORICIDAE,Chodsigoa,hypsibia,De Winton's Shrew,
EULIPOTYPHLA,SORICIDAE,Chodsigoa,lamula,Lamulate Shrew,
EULIPOTYPHLA,SORICIDAE,Chodsigoa,parca,Lowe's Shrew,
EULIPOTYPHLA,SORICIDAE,Chodsigoa,parva,"Pygmy Brown-toothed Shrew, Pygmy Red-toothed Shrew",
EULIPOTYPHLA,SORICIDAE,Chodsigoa,salenskii,Salenski's Shrew,
EULIPOTYPHLA,SORICIDAE,Chodsigoa,smithii,Smith's Shrew,
EULIPOTYPHLA,SORICIDAE,Chodsigoa,sodalis,Lesser Taiwanese Shrew,
EULIPOTYPHLA,SORICIDAE,Congosorex,phillipsorum,Phillips' Congo Shrew,
EULIPOTYPHLA,SORICIDAE,Congosorex,polli,"Greater Congo Shrew, Poll's Shrew",
EULIPOTYPHLA,SORICIDAE,Congosorex,verheyeni,Lesser Congo Shrew,
EULIPOTYPHLA,SORICIDAE,Crocidura,aleksandrisi,"Alexandrian Shrew, Cyrenaica Shrew",
EULIPOTYPHLA,SORICIDAE,Crocidura,allex,"East African Highland Shrew, Highlands Shrew",
EULIPOTYPHLA,SORICIDAE,Crocidura,andamanensis,"Andaman White-toothed Shrew, Andaman Shrew",
EULIPOTYPHLA,SORICIDAE,Crocidura,ansellorum,Ansell's Shrew,
EULIPOTYPHLA,SORICIDAE,Crocidura,arabica,Arabian Shrew,
EULIPOTYPHLA,SORICIDAE,Crocidura,arispa,Jackass Shrew,
EULIPOTYPHLA,SORICIDAE,Crocidura,armenica,Armenian Shrew,
EULIPOTYPHLA,SORICIDAE,Crocidura,attenuata,"Grey Shrew, Indochinese Shrew",
EULIPOTYPHLA,SORICIDAE,Crocidura,attila,Hun Shrew,
EULIPOTYPHLA,SORICIDAE,Crocidura,baileyi,Bailey's Shrew,
EULIPOTYPHLA,SORICIDAE,Crocidura,baluensis,Kinabalu Shrew,
EULIPOTYPHLA,SORICIDAE,Crocidura,batesi,Bate's Shrew,
EULIPOTYPHLA,SORICIDAE,Crocidura,beatus,Mindanao Shrew,
EULIPOTYPHLA,SORICIDAE,Crocidura,beccarii,Beccari's Shrew,
EULIPOTYPHLA,SORICIDAE,Crocidura,bottegi,Bottego's Shrew,
EULIPOTYPHLA,SORICIDAE,Crocidura,bottegoides,Bale Shrew,
EULIPOTYPHLA,SORICIDAE,Crocidura,brunnea,Thick-tailed Shrew,
EULIPOTYPHLA,SORICIDAE,Crocidura,buettikoferi,Buettikofer's Shrew,
EULIPOTYPHLA,SORICIDAE,Crocidura,caliginea,"African Dusky Shrew, African Foggy Shrew",
EULIPOTYPHLA,SORICIDAE,Crocidura,canariensis,"Canarian Shrew, Canary Shrew",
EULIPOTYPHLA,SORICIDAE,Crocidura,caspica,Caspian Shrew,
EULIPOTYPHLA,SORICIDAE,Crocidura,cinderella,Cinderella Shrew,
EULIPOTYPHLA,SORICIDAE,Crocidura,congobelgica,"Congo Shrew, Congo White-toothed Shrew",
EULIPOTYPHLA,SORICIDAE,Crocidura,cranbrooki,,
EULIPOTYPHLA,SORICIDAE,Crocidura,crenata,Long-footed Shrew,
EULIPOTYPHLA,SORICIDAE,Crocidura,crossei,Crosse's Shrew,
EULIPOTYPHLA,SORICIDAE,Crocidura,cyanea,Reddish-gray Musk Shrew,
EULIPOTYPHLA,SORICIDAE,Crocidura,denti,Dent's Shrew,
EULIPOTYPHLA,SORICIDAE,Crocidura,desperata,Desperate Shrew,
EULIPOTYPHLA,SORICIDAE,Crocidura,dhofarensis,Dhofarian Shrew,
EULIPOTYPHLA,SORICIDAE,Crocidura,dolichura,Long-tailed Musk Shrew,
EULIPOTYPHLA,SORICIDAE,Crocidura,douceti,Doucet's Musk Shrew,
EULIPOTYPHLA,SORICIDAE,Crocidura,dsinezumi,"Dsinezumi Shrew, Japanese White-toothed Shrew",
EULIPOTYPHLA,SORICIDAE,Crocidura,eisentrauti,Eisentraut's Shrew,
EULIPOTYPHLA,SORICIDAE,Crocidura,elgonius,Elgon Shrew,
EULIPOTYPHLA,SORICIDAE,Crocidura,elongata,Elongated Shrew,
EULIPOTYPHLA,SORICIDAE,Crocidura,erica,Heather Shrew,
EULIPOTYPHLA,SORICIDAE,Crocidura,fischeri,Fischer's Shrew,
EULIPOTYPHLA,SORICIDAE,Crocidura,flavescens,Greater Red Musk Shrew,
EULIPOTYPHLA,SORICIDAE,Crocidura,floweri,Flower's Shrew,
EULIPOTYPHLA,SORICIDAE,Crocidura,foetida,Bornean Shrew,
EULIPOTYPHLA,SORICIDAE,Crocidura,foxi,Fox's Shrew,
EULIPOTYPHLA,SORICIDAE,Crocidura,fuliginosa,Southeast Asian Shrew,
EULIPOTYPHLA,SORICIDAE,Crocidura,fulvastra,Savanna Shrew,
EULIPOTYPHLA,SORICIDAE,Crocidura,fumosa,Smoky White-toothed Shrew,
EULIPOTYPHLA,SORICIDAE,Crocidura,fuscomurina,"Bicolored Musk Shrew, Tiny Musk Shrew",
EULIPOTYPHLA,SORICIDAE,Crocidura,glassi,Glass's Shrew,
EULIPOTYPHLA,SORICIDAE,Crocidura,gmelini,Gmelin's White-toothed Shrew,
EULIPOTYPHLA,SORICIDAE,Crocidura,goliath,Goliath Shrew,
EULIPOTYPHLA,SORICIDAE,Crocidura,gracilipes,Peter's Musk Shrew,
EULIPOTYPHLA,SORICIDAE,Crocidura,grandiceps,"Large-headed Forest Shrew, Large-headed Shrew",
EULIPOTYPHLA,SORICIDAE,Crocidura,grandis,"Greater Mindanao Shrew, Mt. Malindang Shrew",
EULIPOTYPHLA,SORICIDAE,Crocidura,grassei,Grasse's Shrew,
EULIPOTYPHLA,SORICIDAE,Crocidura,grayi,Luzon Shrew,
