Order,Family,Genus,Species,Common_names,
DIPROTODONTIA,PSEUDOCHEIRIDAE,Pseudocheirus,occidentalis,"Western Ringtail Possum, Western Ringtail, Ngwayir",
DIPROTODONTIA,PSEUDOCHEIRIDAE,Pseudocheirus,peregrinus,"Common Ringtail Possum, Common Ring-tailed Possum, Queensland Ringtail",
DIPROTODONTIA,PSEUDOCHEIRIDAE,Pseudochirops,albertisii,"D'Albertis's Ringtail, D'Albertis Ringtail Possum",
DIPROTODONTIA,PSEUDOCHEIRIDAE,Pseudochirops,archeri,Green Ringtail Possum,
DIPROTODONTIA,PSEUDOCHEIRIDAE,Pseudochirops,corinnae,"Plush-coated Ringtail, Goldon Ringtail Possum",
DIPROTODONTIA,PSEUDOCHEIRIDAE,Pseudochirops,coronatus,Reclusive Ringtail,
DIPROTODONTIA,PSEUDOCHEIRIDAE,Pseudochirops,cupreus,"Coppery Ringtail, Coppery Ringtail Possum",
DIPROTODONTIA,PSEUDOCHEIRIDAE,Pseudochirulus,canescens,Lowland Ringtail,
DIPROTODONTIA,PSEUDOCHEIRIDAE,Pseudochirulus,caroli,Weyland Ringtail,
DIPROTODONTIA,PSEUDOCHEIRIDAE,Pseudochirulus,cinereus,"Daintree River Ringtail Possum, Daintree Ringtail Possum",
DIPROTODONTIA,PSEUDOCHEIRIDAE,Pseudochirulus,forbesi,"Painted Ringtail, Moss-forest Ringtail",
DIPROTODONTIA,PSEUDOCHEIRIDAE,Pseudochirulus,herbertensis,"Herbert River Ringtail Possum, Herbert River Ringtail",
DIPROTODONTIA,PSEUDOCHEIRIDAE,Pseudochirulus,larvatus,Masked Ringtail,
DIPROTODONTIA,PSEUDOCHEIRIDAE,Pseudochirulus,mayeri,Pygmy Ringtail,
DIPROTODONTIA,PSEUDOCHEIRIDAE,Pseudochirulus,schlegeli,"Arfak Ringtail, Vogelkop Ringtail",
DIPROTODONTIA,PETAURIDAE,Dactylonax,palpator,Long-fingered Triok,
DIPROTODONTIA,PETAURIDAE,Dactylopsila,megalura,Great-tailed Triok,
DIPROTODONTIA,PETAURIDAE,Dactylopsila,tatei,"Tate's Triok, Fergusson Island Striped Possum",
DIPROTODONTIA,PETAURIDAE,Dactylopsila,trivirgata,Striped Possum,
DIPROTODONTIA,PETAURIDAE,Gymnobelideus,leadbeateri,Leadbeater's Possum,
DIPROTODONTIA,PETAURIDAE,Petaurus,abidi,Northern Glider,
DIPROTODONTIA,PETAURIDAE,Petaurus,australis,Yellow-bellied Glider,
DIPROTODONTIA,PETAURIDAE,Petaurus,biacensis,Biak Glider,
DIPROTODONTIA,PETAURIDAE,Petaurus,breviceps,Sugar Glider,
DIPROTODONTIA,PETAURIDAE,Petaurus,gracilis,Mahogany Glider,
DIPROTODONTIA,PETAURIDAE,Petaurus,norfolcensis,Squirrel Glider,
DIPROTODONTIA,TARSIPEDIDAE,Tarsipes,rostratus,Honey Possum,
DIPROTODONTIA,ACROBATIDAE,Acrobates,frontalis,Broad-toed Feather-tailed Glider,
DIPROTODONTIA,ACROBATIDAE,Acrobates,pygmaeus,Narrow-toed Feather-tailed Glider,
DIPROTODONTIA,ACROBATIDAE,Distoechurus,pennatus,"Feather-tailed Possum, Feathertail Possum",
DIPROTODONTIA,HYPSIPRYMNODONTIDAE,Hypsiprymnodon,moschatus,Musky Rat Kangaroo,
DIPROTODONTIA,POTOROIDAE,Aepyprymnus,rufescens,"Rufous Bettong, Rufous Rat-kangaroo",
DIPROTODONTIA,POTOROIDAE,Bettongia,anhydra,Desert Bettong,
DIPROTODONTIA,POTOROIDAE,Bettongia,gaimardi,"Tasmanian Bettong, Tasmanian Rat Kangaroo, Eastern Bettong",
DIPROTODONTIA,POTOROIDAE,Bettongia,lesueur,"Burrowing Bettong, Lesueur's Rat Kangaroo, Boodie",
DIPROTODONTIA,POTOROIDAE,Bettongia,penicillata,"Woylie, Brush-tailed Bettong, Brush-tailed Rat Kangaroo",
DIPROTODONTIA,POTOROIDAE,Bettongia,pusilla,Nullarbor Dwarf Bettong,
DIPROTODONTIA,POTOROIDAE,Bettongia,tropica,Northern Bettong,
DIPROTODONTIA,POTOROIDAE,Caloprymnus,campestris,"Desert Rat Kangaroo, Plains Rat-kangaroo, Buff-nosed Rat-kangaroo",
DIPROTODONTIA,POTOROIDAE,Potorous,gilbertii,Gilbert's Potoroo,
DIPROTODONTIA,POTOROIDAE,Potorous,longipes,Long-footed Potoroo,
DIPROTODONTIA,POTOROIDAE,Potorous,platyops,Broad-faced Potoroo,
DIPROTODONTIA,POTOROIDAE,Potorous,tridactylus,Long-nosed Potoroo,
DIPROTODONTIA,MACROPODIDAE,Dendrolagus,bennettianus,"Bennett's Tree Kangaroo, Tcharibbeena, Dusty Tree-kangaroo",
DIPROTODONTIA,MACROPODIDAE,Dendrolagus,dorianus,"Doria's Tree Kangaroo, Unicolored Tree Kangaroo",
DIPROTODONTIA,MACROPODIDAE,Dendrolagus,goodfellowi,"Goodfellow's Tree Kangaroo, Ornate Tree-kangaroo",
DIPROTODONTIA,MACROPODIDAE,Dendrolagus,inustus,Grizzled Tree Kangaroo,
DIPROTODONTIA,MACROPODIDAE,Dendrolagus,lumholtzi,"Lumholtz's Tree Kangaroo, Lumholtz' Tree-kangaroo, Boongary, Lumholtzi's Tree Kangaroo",
DIPROTODONTIA,MACROPODIDAE,Dendrolagus,matschiei,"Huon Tree Kangaroo, Matschie's Tree-kangaroo",
DIPROTODONTIA,MACROPODIDAE,Dendrolagus,mayri,Wondiwoi Tree-kangaroo,
DIPROTODONTIA,MACROPODIDAE,Dendrolagus,mbaiso,Dingiso,
DIPROTODONTIA,MACROPODIDAE,Dendrolagus,notatus,,
DIPROTODONTIA,MACROPODIDAE,Dendrolagus,pulcherrimus,Golden-mantled Tree Kangaroo,
DIPROTODONTIA,MACROPODIDAE,Dendrolagus,scottae,"Tenkile, Scott's Tree-kangaroo, Tenkile Tree Kangaroo",
DIPROTODONTIA,MACROPODIDAE,Dendrolagus,spadix,"Lowlands Tree Kangaroo, Lowland Tree Kangaroo",
DIPROTODONTIA,MACROPODIDAE,Dendrolagus,stellarum,Seri's Tree Kangaroo,
DIPROTODONTIA,MACROPODIDAE,Dendrolagus,ursinus,"Vogelkop Tree Kangaroo, White-throated Tree Kangaroo, Black Tree-kangaroo, Vogelkop Tree-kangaroo",
DIPROTODONTIA,MACROPODIDAE,Dorcopsis,atrata,"Black Dorcopsis, Black Dorcopsis Wallaby, Black Forest-wallaby",
DIPROTODONTIA,MACROPODIDAE,Dorcopsis,hageni,"White-striped Dorcopsis, Greater Forest Wallaby",
DIPROTODONTIA,MACROPODIDAE,Dorcopsis,luctuosa,"Grey Dorcopsis, Gray Dorcopsis",
DIPROTODONTIA,MACROPODIDAE,Dorcopsis,muelleri,Brown Dorcopsis,
DIPROTODONTIA,MACROPODIDAE,Dorcopsulus,macleayi,"Macleay's Dorcopsis, Papuan Dorcopsis, Macleay's Dorcopsulus, Papuan Forest Wallaby",
DIPROTODONTIA,MACROPODIDAE,Dorcopsulus,vanheurni,"Small Dorcopsis, Lesser Forest Wallaby, Small Dorcopsulus",
DIPROTODONTIA,MACROPODIDAE,Lagorchestes,asomatus,"Central Hare Wallaby, Least Hare-wallaby, Central Hare-wallaby, Least Hare Wallaby",
DIPROTODONTIA,MACROPODIDAE,Lagorchestes,conspicillatus,"Spectacled Hare Wallaby, Spectacled Hare-wallaby",
DIPROTODONTIA,MACROPODIDAE,Lagorchestes,hirsutus,"Rufous Hare Wallaby, Western Hare Wallaby, Rufous Hare-wallaby, Mala, Western Hare-wallaby, Ormala, Wurrup",
DIPROTODONTIA,MACROPODIDAE,Lagorchestes,leporides,"Eastern Hare Wallaby, Eastern Hare-wallaby",
DIPROTODONTIA,MACROPODIDAE,Lagostrophus,fasciatus,"Banded Hare Wallaby, Maning, Banded Hare-wallaby",
DIPROTODONTIA,MACROPODIDAE,Macropus,agilis,Agile Wallaby,
DIPROTODONTIA,MACROPODIDAE,Macropus,antilopinus,"Antilopine Wallaroo, Antilopine Wallaby, Antilopine Kangaroo",
DIPROTODONTIA,MACROPODIDAE,Macropus,bernardus,"Black Wallaroo, Bernard's Wallaroo",
DIPROTODONTIA,MACROPODIDAE,Macropus,dorsalis,Black-striped Wallaby,
DIPROTODONTIA,MACROPODIDAE,Macropus,eugenii,"Tammar Wallaby, Tamar Wallaby",
DIPROTODONTIA,MACROPODIDAE,Macropus,fuliginosus,"Western Gray Kangaroo, Kangaroo Island Western Grey Kangaroo, Western Grey Kangaroo",
DIPROTODONTIA,MACROPODIDAE,Macropus,giganteus,Eastern Grey Kangaroo,
DIPROTODONTIA,MACROPODIDAE,Macropus,greyi,Toolache Wallaby,
DIPROTODONTIA,MACROPODIDAE,Macropus,irma,"Western Brush Wallaby, Kwoora, Western Bush Wallaby",
DIPROTODONTIA,MACROPODIDAE,Macropus,parma,Parma Wallaby,
DIPROTODONTIA,MACROPODIDAE,Macropus,parryi,Whiptail Wallaby,
DIPROTODONTIA,MACROPODIDAE,Macropus,robustus,"Common Wallaroo, Euro, Barrow Island Euro, Hill Wallaroo",
DIPROTODONTIA,MACROPODIDAE,Macropus,rufogriseus,"Red-necked Wallaby, Bennett's Wallaby",
DIPROTODONTIA,MACROPODIDAE,Macropus,rufus,Red Kangaroo,
DIPROTODONTIA,MACROPODIDAE,Onychogalea,fraenata,"Bridled Nailtail Wallaby, Merrin, Bridled Wallaby, Bridled Nail-tailed Wallaby",
DIPROTODONTIA,MACROPODIDAE,Onychogalea,lunata,"Crescent Nailtail Wallaby, Wurrung, Crescent Nail-tailed Wallaby",
DIPROTODONTIA,MACROPODIDAE,Onychogalea,unguifera,"Northern Nailtail Wallaby, Northern Nail-tailed Wallaby",
DIPROTODONTIA,MACROPODIDAE,Petrogale,assimilis,Allied Rock Wallaby,
DIPROTODONTIA,MACROPODIDAE,Petrogale,brachyotis,Short-eared Rock Wallaby,
DIPROTODONTIA,MACROPODIDAE,Petrogale,burbidgei,"Monjon, Warabi",
DIPROTODONTIA,MACROPODIDAE,Petrogale,coenensis,Cape York Rock Wallaby,
DIPROTODONTIA,MACROPODIDAE,Petrogale,concinna,"Nabarlek, Pygmy Rock Wallaby",
DIPROTODONTIA,MACROPODIDAE,Petrogale,godmani,Godman's Rock Wallaby,
DIPROTODONTIA,MACROPODIDAE,Petrogale,herberti,Herbert's Rock Wallaby,
DIPROTODONTIA,MACROPODIDAE,Petrogale,inornata,Unadorned Rock Wallaby,
DIPROTODONTIA,MACROPODIDAE,Petrogale,lateralis,"Black-footed Rock Wallaby, Black-flanked Wallaby, Warru",
DIPROTODONTIA,MACROPODIDAE,Petrogale,mareeba,Mareeba Rock Wallaby,
DIPROTODONTIA,MACROPODIDAE,Petrogale,penicillata,"Brush-tailed Rock Wallaby, Brush-tailed Rock-wallaby, Western Rock Wallaby",
DIPROTODONTIA,MACROPODIDAE,Petrogale,persephone,"Proserpine Rock Wallaby, Prosperine Rock Wallaby",
DIPROTODONTIA,MACROPODIDAE,Petrogale,purpureicollis,Purple-necked Rock Wallaby,
DIPROTODONTIA,MACROPODIDAE,Petrogale,rothschildi,Rothschild's Rock Wallaby,
DIPROTODONTIA,MACROPODIDAE,Petrogale,sharmani,"Mount Claro Rock Wallaby, Sharman's Rock Wallaby",
DIPROTODONTIA,MACROPODIDAE,Petrogale,wilkinsi,Wilkins' Rock Wallaby,
DIPROTODONTIA,MACROPODIDAE,Petrogale,xanthopus,"Yellow-footed Rock Wallaby, Ring-tailed Rock Wallaby",
DIPROTODONTIA,MACROPODIDAE,Setonix,brachyurus,"Quokka, Short-tailed Wallaby",
DIPROTODONTIA,MACROPODIDAE,Thylogale,billardierii,"Tasmanian Pademelon, Red-bellied Pademelon",
DIPROTODONTIA,MACROPODIDAE,Thylogale,browni,New Guinea Pademelon,
DIPROTODONTIA,MACROPODIDAE,Thylogale,brunii,"Dusky Pademelon, Dusky Wallaby",
DIPROTODONTIA,MACROPODIDAE,Thylogale,calabyi,"Calaby's Pademelon, Alpine Wallaby",
DIPROTODONTIA,MACROPODIDAE,Thylogale,lanatus,Mountain Pademelon,
DIPROTODONTIA,MACROPODIDAE,Thylogale,stigmatica,Red-legged Pademelon,
DIPROTODONTIA,MACROPODIDAE,Thylogale,thetis,Red-necked Pademelon,
DIPROTODONTIA,MACROPODIDAE,Wallabia,bicolor,Swamp Wallaby,
AFROSORICIDA,TENRECIDAE,Echinops,telfairi,Lesser Hedgehog Tenrec,
AFROSORICIDA,TENRECIDAE,Geogale,aurita,Large-eared Tenrec,
AFROSORICIDA,TENRECIDAE,Hemicentetes,nigriceps,Highland Streaked Tenrec,
AFROSORICIDA,TENRECIDAE,Hemicentetes,semispinosus,Lowland Streaked Tenrec,
AFROSORICIDA,TENRECIDAE,Limnogale,mergulus,"Web-footed Tenrec, Aquatic Tenrec",
AFROSORICIDA,TENRECIDAE,Microgale,brevicaudata,Short-tailed Shrew Tenrec,
AFROSORICIDA,TENRECIDAE,Microgale,cowani,Cowan's Shrew Tenrec,
AFROSORICIDA,TENRECIDAE,Microgale,dobsoni,Dobson's Shrew Tenrec,
AFROSORICIDA,TENRECIDAE,Microgale,drouhardi,"Drouhard's Shrew Tenrec, Striped Shrew Tenrec",
AFROSORICIDA,TENRECIDAE,Microgale,dryas,"Dryad Shrew Tenrec, Tree Shrew Tenrec",
AFROSORICIDA,TENRECIDAE,Microgale,fotsifotsy,"Pale Shrew Tenrec, Pale-footed Shrew Tenrec",
AFROSORICIDA,TENRECIDAE,Microgale,gracilis,Gracile Shrew Tenrec,
AFROSORICIDA,TENRECIDAE,Microgale,grandidieri,Grandidier's Shrew Tenrec,
AFROSORICIDA,TENRECIDAE,Microgale,gymnorhyncha,Naked-nosed Shrew Tenrec,
AFROSORICIDA,TENRECIDAE,Microgale,jenkinsae,Jenkins' Shrew Tenrec,
AFROSORICIDA,TENRECIDAE,Microgale,jobihely,Northern Shrew Tenrec,
AFROSORICIDA,TENRECIDAE,Microgale,longicaudata,Lesser Long-tailed Shrew Tenrec,
AFROSORICIDA,TENRECIDAE,Microgale,majori,Major's Long-tailed Tenrec,
AFROSORICIDA,TENRECIDAE,Microgale,monticola,"Montane Shrew Tenrec, Mountain Shrew Tenrec",
AFROSORICIDA,TENRECIDAE,Microgale,nasoloi,Nasolo's Shrew Tenrec,
AFROSORICIDA,TENRECIDAE,Microgale,parvula,Pygmy Shrew Tenrec,
AFROSORICIDA,TENRECIDAE,Microgale,principula,Greater Long-tailed Shrew Tenrec,
AFROSORICIDA,TENRECIDAE,Microgale,pusilla,"Least Shrew Tenrec, Lesser Shrew Tenrec",
AFROSORICIDA,TENRECIDAE,Microgale,soricoides,"Shrew-toothed Shrew Tenrec, Shrew Tenrec",
AFROSORICIDA,TENRECIDAE,Microgale,taiva,Taiva Shrew Tenrec,
AFROSORICIDA,TENRECIDAE,Microgale,talazaci,Talzac's Shrew Tenrec,
AFROSORICIDA,TENRECIDAE,Microgale,thomasi,"Thomas' Shrew Tenrec, Thomas's Shrew Tenrec",
AFROSORICIDA,TENRECIDAE,Micropotamogale,lamottei,"Nimba Otter Shrew, Pygmy Otter-shrew",
AFROSORICIDA,TENRECIDAE,Micropotamogale,ruwenzorii,"Rwenzori Otter Shrew, Ruwenzori Otter Shrew",
AFROSORICIDA,TENRECIDAE,Oryzorictes,hova,"Mole-like Rice Tenrec, Hova Rice Tenrec, Hova Mole Tenrec, Fossorial Tenrec",
AFROSORICIDA,TENRECIDAE,Oryzorictes,tetradactylus,"Four-toed Rice Tenrec, Four-toed Mole Tenrec",
AFROSORICIDA,TENRECIDAE,Potamogale,velox,"Giant Otter Shrew, Giant Otter-shrew",
AFROSORICIDA,TENRECIDAE,Setifer,setosus,"Greater Hedgehog Tenrec, Large Madagascar Hedgehog",
AFROSORICIDA,TENRECIDAE,Tenrec,ecaudatus,"Tailess Tenrec, Common Tenrec",
AFROSORICIDA,CHRYSOCHLORIDAE,Amblysomus,corriae,Fynbos Golden Mole,
AFROSORICIDA,CHRYSOCHLORIDAE,Amblysomus,hottentotus,"Hottentot Golden Mole, Zulu Golden Mole",
AFROSORICIDA,CHRYSOCHLORIDAE,Amblysomus,marleyi,Marley's Golden Mole,
AFROSORICIDA,CHRYSOCHLORIDAE,Amblysomus,robustus,Robust Golden Mole,
AFROSORICIDA,CHRYSOCHLORIDAE,Amblysomus,septentrionalis,Highveld Golden Mole,
AFROSORICIDA,CHRYSOCHLORIDAE,Calcochloris,obtusirostris,Yellow Golden Mole,
AFROSORICIDA,CHRYSOCHLORIDAE,Calcochloris,tytonis,Somali Golden Mole,
AFROSORICIDA,CHRYSOCHLORIDAE,Carpitalpa,arendsi,Arend's Golden Mole,
AFROSORICIDA,CHRYSOCHLORIDAE,Chlorotalpa,duthieae,Duthie's Golden Mole,
AFROSORICIDA,CHRYSOCHLORIDAE,Chlorotalpa,sclateri,Sclater's Golden Mole,
AFROSORICIDA,CHRYSOCHLORIDAE,Chrysochloris,asiatica,Cape Golden Mole,
AFROSORICIDA,CHRYSOCHLORIDAE,Chrysochloris,stuhlmanni,Stuhlmann's Golden Mole,
AFROSORICIDA,CHRYSOCHLORIDAE,Chrysochloris,visagiei,Visagie's Golden Mole,
AFROSORICIDA,CHRYSOCHLORIDAE,Chrysospalax,trevelyani,Giant Golden Mole,
AFROSORICIDA,CHRYSOCHLORIDAE,Chrysospalax,villosus,Rough-haired Golden Mole,
AFROSORICIDA,CHRYSOCHLORIDAE,Cryptochloris,wintoni,De Winton's Golden Mole,
AFROSORICIDA,CHRYSOCHLORIDAE,Cryptochloris,zyli,Van Zyl's Golden Mole,
AFROSORICIDA,CHRYSOCHLORIDAE,Eremitalpa,granti,Grant's Golden Mole,
AFROSORICIDA,CHRYSOCHLORIDAE,Huetia,leucorhina,Congo Golden Mole,
AFROSORICIDA,CHRYSOCHLORIDAE,Neamblysomus,gunningi,Gunning's Golden Mole,
AFROSORICIDA,CHRYSOCHLORIDAE,Neamblysomus,julianae,Juliana's Golden Mole,
MACROSCELIDEA,MACROSCELIDIDAE,Elephantulus,brachyrhynchus,"Short-snouted Sengi, Short-snouted Elephant-shrew",
MACROSCELIDEA,MACROSCELIDIDAE,Elephantulus,edwardii,"Cape Rock Sengi, Cape Rock Elephant-shrew",
MACROSCELIDEA,MACROSCELIDIDAE,Elephantulus,fuscipes,"Dusky-footed Sengi, Dusky-footed Elephant-shrew",
MACROSCELIDEA,MACROSCELIDIDAE,Elephantulus,fuscus,"Dusky Sengi, Dusky Elephant-shrew",
MACROSCELIDEA,MACROSCELIDIDAE,Elephantulus,intufi,"Bushveld Sengi, Bushveld Elephant-shrew",
MACROSCELIDEA,MACROSCELIDIDAE,Elephantulus,myurus,"Eastern Rock Sengi, Eastern Elephant-shrew",
MACROSCELIDEA,MACROSCELIDIDAE,Elephantulus,pilicaudus,"Karoo Rock Sengi, Karoo Rock Elephant-shrew",
MACROSCELIDEA,MACROSCELIDIDAE,Elephantulus,revoilii,"Somali Sengi, Somali Elephant-shrew",
MACROSCELIDEA,MACROSCELIDIDAE,Elephantulus,rozeti,"North African Sengi, North African Elephant-shrew",
MACROSCELIDEA,MACROSCELIDIDAE,Elephantulus,rufescens,"Rufous Sengi, Rufous Elephant-shrew",
MACROSCELIDEA,MACROSCELIDIDAE,Elephantulus,rupestris,"Western Rock Sengi, Western Rock Elephant-shrew",
MACROSCELIDEA,MACROSCELIDIDAE,Macroscelides,flavicaudatus,"Namib Round-eared Sengi, Namib Round-eared Elephant-shrew",
MACROSCELIDEA,MACROSCELIDIDAE,Macroscelides,micus,"Etendeka Round-eared Sengi, Etendeka Round-eared Elephant-shrew",
MACROSCELIDEA,MACROSCELIDIDAE,Macroscelides,proboscideus,"Round-eared Sengi, Round-eared Elephant-Shrew, Short-eared Elephant-Shrew",
MACROSCELIDEA,MACROSCELIDIDAE,Petrodromus,tetradactylus,"Four-toed Sengi, Four-toed Elephant-shrew",
MACROSCELIDEA,MACROSCELIDIDAE,Rhynchocyon,chrysopygus,"Golden-rumped Sengi, Golden-rumped Elephant-shrew",
MACROSCELIDEA,MACROSCELIDIDAE,Rhynchocyon,cirnei,"Chequered Sengi, Chequered Elephant-shrew",
MACROSCELIDEA,MACROSCELIDIDAE,Rhynchocyon,petersi,"Black and Rufous Sengi, Black and Rufous Elephant-shrew, Zanj Sengi",
MACROSCELIDEA,MACROSCELIDIDAE,Rhynchocyon,udzungwensis,"Grey-faced Sengi, Grey-faced Elephant-shrew",
TUBULIDENTATA,ORYCTEROPODIDAE,Orycteropus,afer,"Aardvark, Antbear",
HYRACOIDEA,PROCAVIIDAE,Dendrohyrax,arboreus,"Southern Tree Hyrax, Southern Tree Dassie, Eastern Tree Hyrax, Eastern Tree Dassie",
HYRACOIDEA,PROCAVIIDAE,Dendrohyrax,dorsalis,"Western Tree Hyrax, Western Tree Dassie",
HYRACOIDEA,PROCAVIIDAE,Dendrohyrax,validus,Eastern Tree Hyrax,
HYRACOIDEA,PROCAVIIDAE,Heterohyrax,brucei,"Yellow-spotted Hyrax, Bush Hyrax, Hoggar Hyrax, Yellow-spotted Rock Hyrax",
HYRACOIDEA,PROCAVIIDAE,Procavia,capensis,"Rock Hyrax, Rock Dassie",
PROBOSCIDEA,ELEPHANTIDAE,Elephas,maximus,"Asian Elephant, Indian Elephant",
PROBOSCIDEA,ELEPHANTIDAE,Loxodonta,africana,African Elephant,
PROBOSCIDEA,ELEPHANTIDAE,Loxodonta,cyclotis,African Forest Elephant,
SIRENIA,DUGONGIDAE,Dugong,dugon,"Dugong, Sea Cow",
SIRENIA,DUGONGIDAE,Hydrodamalis,gigas,Steller's Sea Cow,
SIRENIA,TRICHECHIDAE,Trichechus,inunguis,"Amazonian Manatee, South American Manatee",
SIRENIA,TRICHECHIDAE,Trichechus,manatus,"American Manatee, West Indian Manatee",
SIRENIA,TRICHECHIDAE,Trichechus,senegalensis,"African Manatee, Seacow, West African Manatee",
CINGULATA,CHLAMYPHORIDAE,Euphractus,sexcinctus,"Yellow Armadillo, Six-Banded Armadillo",
CINGULATA,CHLAMYPHORIDAE,Priodontes,maximus,Giant Armadillo,
CINGULATA,CHLAMYPHORIDAE,Tolypeutes,matacus,Southern Three-banded Armadillo,
CINGULATA,CHLAMYPHORIDAE,Tolypeutes,tricinctus,Brazilian Three-banded Armadillo,
CINGULATA,CHLAMYPHORIDAE,Zaedyus,pichiy,Pichi,
CINGULATA,DASYPODIDAE,Cabassous,centralis,Northern Naked-tailed Armadillo,
CINGULATA,DASYPODIDAE,Cabassous,chacoensis,Chacoan Naked-tailed Armadillo,
CINGULATA,DASYPODIDAE,Cabassous,tatouay,Greater Naked-tailed Armadillo,
CINGULATA,DASYPODIDAE,Cabassous,unicinctus,Southern Naked-Tailed Armadillo,
CINGULATA,DASYPODIDAE,Calyptophractus,retusus,"Greater Fairy Armadillo, Burmeister's Armadillo, Chacoan Fairy Armadillo, Greater Pichi Ciego",
CINGULATA,DASYPODIDAE,Chaetophractus,vellerosus,Screaming Hairy Armadillo,
CINGULATA,DASYPODIDAE,Chaetophractus,villosus,Large Hairy Armadillo,
CINGULATA,DASYPODIDAE,Chlamyphorus,truncatus,"Pink Fairy Armadillo, Lesser Fairy Armadillo, Lesser Pichi Ciego",
CINGULATA,DASYPODIDAE,Dasypus,hybridus,Southern Long-Nosed Armadillo,
CINGULATA,DASYPODIDAE,Dasypus,kappleri,Greater Long-nosed Armadillo,
CINGULATA,DASYPODIDAE,Dasypus,novemcinctus,"Nine-banded Armadillo, Common Long-nosed Armadillo",
CINGULATA,DASYPODIDAE,Dasypus,pilosus,Hairy Long-nosed Armadillo,
CINGULATA,DASYPODIDAE,Dasypus,sabanicola,"Northern Long-nosed Armadillo, Llanos Long-nosed Armadillo",
CINGULATA,DASYPODIDAE,Dasypus,septemcinctus,"Brazilian Lesser Long-nosed Armadillo, Seven-banded Armadillo",
CINGULATA,DASYPODIDAE,Dasypus,yepesi,"Yunga's Lesser Long-Nosed Armadillo, Yepes's Mulita",
PILOSA,BRADYPODIDAE,Bradypus,pygmaeus,Pygmy Three-toed Sloth,
PILOSA,BRADYPODIDAE,Bradypus,torquatus,"Maned Three-toed Sloth, Maned Sloth",
PILOSA,BRADYPODIDAE,Bradypus,tridactylus,"Pale-throated Three-toed Sloth, Pale-throated Sloth",
PILOSA,BRADYPODIDAE,Bradypus,variegatus,"Brown-throated Sloth, Brown-throated Three-toed Sloth, Bolivian Three-toed Sloth",
PILOSA,MEGALONYCHIDAE,Choloepus,didactylus,"Linné's Two-toed Sloth, Southern Two-toed Sloth",
PILOSA,MEGALONYCHIDAE,Choloepus,hoffmanni,Hoffmann's Two-toed Sloth,
PILOSA,CYCLOPEDIDAE,Cyclopes,didactylus,"Silky Anteater, Pygmy Anteater",
PILOSA,MYRMECOPHAGIDAE,Myrmecophaga,tridactyla,Giant Anteater,
PILOSA,MYRMECOPHAGIDAE,Tamandua,mexicana,Northern Tamandua,
PILOSA,MYRMECOPHAGIDAE,Tamandua,tetradactyla,"Southern Tamandua, Northern Tamandua, Collared Anteater, Tamandua, Lesser Anteater",
SCANDENTIA,TUPAIIDAE,Anathana,ellioti,"Madras Treeshrew, Madras Tree Shrew",
SCANDENTIA,TUPAIIDAE,Dendrogale,melanura,"Bornean Smooth-tailed Treeshrew, Bornean Smooth-tailed Tree Shrew",
SCANDENTIA,TUPAIIDAE,Dendrogale,murina,"Northern Smooth-tailed Treeshrew, Northern Smooth-tailed Tree Shrew",
SCANDENTIA,TUPAIIDAE,Tupaia,belangeri,"Northern Treeshrew, Northern Tree Shrew",
SCANDENTIA,TUPAIIDAE,Tupaia,chrysogaster,"Golden-bellied Treeshrew, Mentawai Treeshrew, Golden-bellied Tree Shrew",
SCANDENTIA,TUPAIIDAE,Tupaia,dorsalis,"Striped Treeshrew, Striped Tree Shrew",
SCANDENTIA,TUPAIIDAE,Tupaia,everetti,"Mindanao Treeshrew, Mindanao Tree Shrew, Philippine Tree Shrew",
SCANDENTIA,TUPAIIDAE,Tupaia,ferruginea,Sumatran Treeshrew,
SCANDENTIA,TUPAIIDAE,Tupaia,glis,"Common Treeshrew, Common Tree Shrew",
SCANDENTIA,TUPAIIDAE,Tupaia,gracilis,"Slender Treeshrew, Slender Tree Shrew",
SCANDENTIA,TUPAIIDAE,Tupaia,hypochrysa,Large Javan Treeshrew,
SCANDENTIA,TUPAIIDAE,Tupaia,javanica,"Horsfield's Treeshrew, Javan Tree Shrew",
SCANDENTIA,TUPAIIDAE,Tupaia,longipes,"Long-footed Treeshrew, Long-footed Tree Shrew, Bornean Tree Shrew",
SCANDENTIA,TUPAIIDAE,Tupaia,minor,"Lesser Treeshrew, Pygmy Tree Shrew",
SCANDENTIA,TUPAIIDAE,Tupaia,montana,"Mountain Treeshrew, Mountain Tree Shrew",
SCANDENTIA,TUPAIIDAE,Tupaia,nicobarica,"Nicobar Treeshrew, Nicobar Tree Shrew",
SCANDENTIA,TUPAIIDAE,Tupaia,palawanensis,"Palawan Treeshrew, Palawan Tree Shrew",
SCANDENTIA,TUPAIIDAE,Tupaia,picta,"Painted Treeshrew, Painted Tree Shrew",
SCANDENTIA,TUPAIIDAE,Tupaia,salatana,Southern Long-footed Treeshrew,
SCANDENTIA,TUPAIIDAE,Tupaia,splendidula,"Ruddy Treeshrew, Ruddy Tree Shrew",
SCANDENTIA,TUPAIIDAE,Tupaia,tana,"Large Treeshrew, Large Tree Shrew",
SCANDENTIA,PTILOCERCIDAE,Ptilocercus,lowii,"Pen-tailed Treeshrew, Pen-tailed Tree Shrew",
DERMOPTERA,CYNOCEPHALIDAE,Cynocephalus,volans,"Philippine Flying Lemur, Flying Lemur",
